city,city-href,name,store-href,number,address
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1811-23rd-st-san-pablo/2723978,(510) 236-2445,"1811 23rd St, San Pablo, CA, 94806"
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2495-sacramento-st-berkeley/2397828,(510) 848-1298,"2495 Sacramento St, Berkeley, CA, 94702"
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2541-telegraph-ave-oakland/2603473,(510) 834-4427,"2541 Telegraph Ave, Oakland, CA, 94612"
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1500-university-ave-berkeley/2436445,(510) 666-1388,"1500 University Ave, Berkeley, CA, 94703"
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2012-shattuck-ave-berkeley/2657355,(510) 225-9683,"2012 Shattuck Ave, Berkeley, CA, 94704"
Albany,https://www.grubhub.com/food/the_ice_cream_shop/ca-albany,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2130-center-st-ste-102-berkeley/2409294,(510) 900-2460,"2130 Center St Ste 102, Berkeley, CA, 94704"
Altadena,https://www.grubhub.com/food/the_ice_cream_shop/ca-altadena,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-49-e-colorado-blvd-pasadena/2538632,(626) 714-1723,"49 E Colorado Blvd, Pasadena, CA, 91105"
Altadena,https://www.grubhub.com/food/the_ice_cream_shop/ca-altadena,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-718-fair-oaks-ave-south-pasadena/2334668,(818) 974-8724,"718 Fair Oaks Ave, South Pasadena, CA, 91030"
Altadena,https://www.grubhub.com/food/the_ice_cream_shop/ca-altadena,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-210-n-huntington-dr-alhambra/2188936,(818) 259-8324,"210 N Huntington Dr, Alhambra, CA, 91801"
Andover,https://www.grubhub.com/food/the_ice_cream_shop/mn-andover,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8550-lexington-ave-ne-circle-pines/2657364,(725) 783-7401,"8550 Lexington Ave NE, Circle Pines, MN, 55014"
Andover,https://www.grubhub.com/food/the_ice_cream_shop/mn-andover,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-6485-e-river-rd-fridley/2724231,(763) 574-1773,"6485 E River Rd, Fridley, MN, 55432"
Anthony,https://www.grubhub.com/food/the_ice_cream_shop/fl-anthony,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-2711-w-silver-springs-blvd-ocala/2258961,(352) 304-5641,"2711 W Silver Springs Blvd, Ocala, FL, 34475"
Apison,https://www.grubhub.com/food/the_ice_cream_shop/tn-apison,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8201-apison-pike-ooltewah/1486567,(423) 954-9295,"8201 Apison Pike, Ooltewah, TN, 37363"
Apopka,https://www.grubhub.com/food/the_ice_cream_shop/fl-apopka,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-3021-s-orlando-dr-sanford/2540762,(407) 365-0998,"3021 S Orlando Dr, Sanford, FL, 32773"
Apopka,https://www.grubhub.com/food/the_ice_cream_shop/fl-apopka,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1000-e-altamonte-dr-altamonte-springs/1406419,(407) 834-0586,"1000 E Altamonte Dr, Altamonte Springs, FL, 32701"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1707-revere-beach-pkwy-everett/2435373,(617) 394-0261,"1707 Revere Beach Pkwy, Everett, MA, 02149"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-374-salem-st-medford/1998657,(781) 393-0767,"374 Salem St, Medford, MA, 02155"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-21-massachusetts-ave-boston/2333732,(617) 230-7720,"21 Massachusetts Ave, Boston, MA, 02115"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-140-union-st-everett/2497729,(617) 394-9243,"140 Union St, Everett, MA, 02149"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-218-waverley-ave-watertown/2521428,(617) 923-4900,"218 Waverley Ave, Watertown, MA, 02472"
Arlington,https://www.grubhub.com/food/the_ice_cream_shop/ma-arlington,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-103-arsenal-yards-blvd-watertown/2403150,(617) 744-1637,"103 Arsenal Yards Blvd, Watertown, MA, 02472"
Asbury Park,https://www.grubhub.com/food/the_ice_cream_shop/nj-asbury_park,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-220-newman-springs-rd-red-bank/2657036,(732) 219-7626,"220 Newman Springs Rd, Red Bank, NJ, 07701"
Asbury Park,https://www.grubhub.com/food/the_ice_cream_shop/nj-asbury_park,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1210-main-st-belmar/2657227,(732) 280-0770,"1210 Main St, Belmar, NJ, 07719"
Atlanta,https://www.grubhub.com/food/the_ice_cream_shop/ga-atlanta,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-3160-greenbriar-pkwy-sw-atlanta/2547724,(404) 349-3449,"3160 Greenbriar Pkwy SW, Atlanta, GA, 30331"
Atlantic Highlands,https://www.grubhub.com/food/the_ice_cream_shop/nj-atlantic_highlands,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-2055-nj-35-holmdel/2752281,(732) 856-7077,"2055 NJ-35, Holmdel, NJ, 07733"
Aumsville,https://www.grubhub.com/food/the_ice_cream_shop/or-aumsville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5395-commercial-st-se-salem/1404036,(503) 581-6717,"5395 Commercial St SE, Salem, OR, 97306"
Aurora,https://www.grubhub.com/food/the_ice_cream_shop/or-aurora,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-223-high-st-oregon-city/2438616,(360) 961-8167,"223 High St, Oregon City, OR, 97045"
Babylon,https://www.grubhub.com/food/the_ice_cream_shop/ny-babylon,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5220-merrick-rd-massapequa/1400556,(516) 809-9757,"5220 Merrick Rd, Massapequa, NY, 11758"
Babylon,https://www.grubhub.com/food/the_ice_cream_shop/ny-babylon,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-310-bay-shore-rd-north-babylon/1406599,(631) 243-4002,"310 Bay Shore Rd, North Babylon, NY, 11703"
Bakersfield,https://www.grubhub.com/food/the_ice_cream_shop/ca-bakersfield,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2700-oswell-st-bakersfield/1428827,(661) 742-1851,"2700 Oswell St, Bakersfield, CA, 93306"
Barhamsville,https://www.grubhub.com/food/the_ice_cream_shop/va-barhamsville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5699-richmond-rd-williamsburg/2698867,(757) 259-9044,"5699 Richmond Rd, Williamsburg, VA, 23188"
Bayonne,https://www.grubhub.com/food/the_ice_cream_shop/nj-bayonne,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-640-ave-e-bayonne/2724477,(551) 265-7874,"640 Ave E, Bayonne, NJ, 07002"
Beach Haven,https://www.grubhub.com/food/the_ice_cream_shop/nj-beach_haven,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-455-n-main-st-barnegat-township/2258470,(609) 622-8251,"455 N Main St, Barnegat Township, NJ, 08005"
Bel Air,https://www.grubhub.com/food/the_ice_cream_shop/md-bel_air,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2019-rock-spring-rd-forest-hill/2698868,(443) 371-6820,"2019 Rock Spring Rd, Forest Hill, MD, 21050"
Bell,https://www.grubhub.com/food/the_ice_cream_shop/ca-bell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-711-n-fickett-st-los-angeles/2191905,(323) 685-5078,"711 N Fickett St, Los Angeles, CA, 90033"
Bellaire,https://www.grubhub.com/food/the_ice_cream_shop/tx-bellaire,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2215-cohn-st-houston/2494670,(713) 861-6333,"2215 Cohn St, Houston, TX, 77007"
Bellaire,https://www.grubhub.com/food/the_ice_cream_shop/tx-bellaire,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5515-kirby-dr-houston/2403222,(832) 669-9883,"5515 Kirby Dr, Houston, TX, 77005"
Bellaire,https://www.grubhub.com/food/the_ice_cream_shop/tx-bellaire,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1003-studemont-st-houston/2364898,(713) 861-9436,"1003 Studemont St, Houston, TX, 77007"
Bellingham,https://www.grubhub.com/food/the_ice_cream_shop/wa-bellingham,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-108-s-samish-way-bellingham/2724430,(360) 220-7791,"108 S Samish Way, Bellingham, WA, 98225"
Bellingham,https://www.grubhub.com/food/the_ice_cream_shop/wa-bellingham,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2219-douglas-ave-bellingham/2365009,(360) 306-3281,"2219 Douglas Ave, Bellingham, WA, 98225"
Belmont,https://www.grubhub.com/food/the_ice_cream_shop/nc-belmont,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-10100-moores-chapel-rd-charlotte/2258754,(980) 299-6692,"10100 Moores Chapel Rd, Charlotte, NC, 28214"
Belmont,https://www.grubhub.com/food/the_ice_cream_shop/nc-belmont,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-714-mcadenville-rd-lowell/2333737,(704) 879-4542,"714 Mcadenville Rd, Lowell, NC, 28098"
Belmont,https://www.grubhub.com/food/the_ice_cream_shop/nc-belmont,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-2904-yorkmont-rd-charlotte/2136667,(704) 451-4452,"2904 Yorkmont Rd, Charlotte, NC, 28208"
Belmont,https://www.grubhub.com/food/the_ice_cream_shop/ca-belmont,Ice Cream Shop ,https://www.grubhub.com/restaurant/ice-cream-shop-8-41st-ave-san-mateo/2753947,(650) 571-0104,"8 41st Ave, San Mateo, CA, 94403"
Berkeley,https://www.grubhub.com/food/the_ice_cream_shop/ca-berkeley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2100-franklin-st-ste-2190-oakland/2638334,(510) 899-8626,"2100 Franklin St Ste 2190, Oakland, CA, 94612"
Bethesda,https://www.grubhub.com/food/the_ice_cream_shop/md-bethesda,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-199-e-montgomery-ave-ste-f-rockville/2520331,(301) 610-0560,"199 E Montgomery Ave Ste F, Rockville, MD, 20850"
Beverly,https://www.grubhub.com/food/the_ice_cream_shop/ma-beverly,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-389-cabot-st-beverly/2604812,(978) 927-9059,"389 Cabot St, Beverly, MA, 01915"
Billerica,https://www.grubhub.com/food/the_ice_cream_shop/ma-billerica,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-100-drum-hill-rd-chelmsford/1430245,(978) 535-6880,"100 Drum Hill Rd, Chelmsford, MA, 01824"
Billerica,https://www.grubhub.com/food/the_ice_cream_shop/ma-billerica,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-56-aiken-ave-lowell/2403234,(978) 275-9288,"56 Aiken Ave, Lowell, MA, 01850"
Billerica,https://www.grubhub.com/food/the_ice_cream_shop/ma-billerica,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-494-westford-st-lowell/1409589,(978) 459-9840,"494 Westford St, Lowell, MA, 01851"
Boca Raton,https://www.grubhub.com/food/the_ice_cream_shop/fl-boca_raton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1655-n-federal-hwy-boca-raton/1403417,(561) 750-6834,"1655 N Federal Hwy, Boca Raton, FL, 33432"
Boca Raton,https://www.grubhub.com/food/the_ice_cream_shop/fl-boca_raton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-198-nw-51st-st-boca-raton/2605021,(561) 998-3318,"198 NW 51st St, Boca Raton, FL, 33431"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-13881-campo-rd-jamul/2266270,(619) 669-0302,"13881 Campo Rd, Jamul, CA, 91935"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-289-el-cajon-blvd-el-cajon/2435644,(619) 588-8960,"289 El Cajon Blvd, El Cajon, CA, 92020"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-431-n-highland-ave-unit-a-national-city/2215757,(619) 263-1613,"431 N Highland Ave Unit A, National City, CA, 91950"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-2441-jamacha-rd-ste-102-el-cajon/2540721,(619) 303-2377,"2441 Jamacha Rd Ste 102, El Cajon, CA, 92019"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-9727-campo-rd-spring-valley/2397035,(619) 469-3388,"9727 Campo Rd, Spring Valley, CA, 91977"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2605-e-18th-st-national-city/1237799,(619) 470-1272,"2605 E 18th St, National City, CA, 91950"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-4232-poplar-st-san-diego/2523607,(619) 281-2465,"4232 Poplar St, San Diego, CA, 92105"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1626-e-8th-st-national-city/2657530,(619) 885-1273,"1626 E 8th St, National City, CA, 91950"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3744-ocean-view-blvd-san-diego/2396550,(619) 263-1400,"3744 Ocean View Blvd, San Diego, CA, 92113"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-120-s-mollison-ave-ste-100-el-cajon/2302876,(619) 444-7137,"120 S Mollison Ave STE 100, El Cajon, CA, 92020"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3810-massachusetts-ave-la-mesa/2216834,(619) 734-8669,"3810 Massachusetts Ave, La Mesa, CA, 91941"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3773-willow-glen-dr-el-cajon/1406203,(619) 334-9487,"3773 Willow Glen Dr, El Cajon, CA, 92019"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-3201-national-ave-san-diego/2539858,(619) 232-3259,"3201 National Ave, San Diego, CA, 92113"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8292-la-mesa-blvd-la-mesa/1962688,(619) 460-7500,"8292 La Mesa Blvd, La Mesa, CA, 91942"
Bonita,https://www.grubhub.com/food/the_ice_cream_shop/ca-bonita,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-600-f-st-chula-vista/2188953,(619) 585-0988,"600 F St, Chula Vista, CA, 91910"
Bonita Springs,https://www.grubhub.com/food/the_ice_cream_shop/fl-bonita_springs,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8902-alico-rd-fort-myers/2397221,(239) 671-6850,"8902 Alico Rd, Fort Myers, FL, 33912"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-11523-avondale-rd-ne-redmond/2303075,(425) 861-9000,"11523 Avondale Rd NE, Redmond, WA, 98052"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-615-112th-st-se-everett/2657043,(206) 651-0112,"615 112th St SE, Everett, WA, 98208"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-425-w-casino-rd-everett/2304594,(425) 344-8659,"425 W Casino Rd, Everett, WA, 98204"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-9640-evergreen-way-everett/1428825,(425) 353-7822,"9640 Evergreen Way, Everett, WA, 98204"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3510-broadway-everett/1403954,(425) 252-8304,"3510 Broadway, Everett, WA, 98201"
Bothell,https://www.grubhub.com/food/the_ice_cream_shop/wa-bothell,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-6402-lake-washington-blvd-ne-kirkland/2397141,(206) 229-0722,"6402 Lake Washington Blvd NE, Kirkland, WA, 98033"
Boulder City,https://www.grubhub.com/food/the_ice_cream_shop/nv-boulder_city,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1275-w-warm-springs-rd-henderson/1403904,(702) 456-2050,"1275 W Warm Springs Rd, Henderson, NV, 89014"
Braintree,https://www.grubhub.com/food/the_ice_cream_shop/ma-braintree,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-400-franklin-st-braintree/2540262,(781) 817-5954,"400 Franklin St, Braintree, MA, 02184"
Braintree,https://www.grubhub.com/food/the_ice_cream_shop/ma-braintree,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-630-adams-st-boston/2657361,(617) 825-1990,"630 Adams St, Boston, MA, 02122"
Brielle,https://www.grubhub.com/food/the_ice_cream_shop/nj-brielle,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-194-new-hampshire-ave-lakewood-township/1998449,(732) 961-3156,"194 New Hampshire Ave, Lakewood Township, NJ, 08701"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1601-el-camino-real-millbrae/1403957,(650) 794-1719,"1601 El Camino Real, Millbrae, CA, 94030"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-600-monterey-blvd-san-francisco/1406582,(415) 334-4140,"600 Monterey Blvd, San Francisco, CA, 94127"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-249-visitacion-ave-brisbane/2262713,(415) 467-1424,"249 Visitacion Ave, Brisbane, CA, 94005"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-200-san-felipe-ave-south-san-francisco/2262808,(650) 583-1996,"200 San Felipe Ave, South San Francisco, CA, 94080"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-3000-mission-st-san-francisco/2259073,(415) 550-0905,"3000 Mission St, San Francisco, CA, 94110"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5155-3rd-st-san-francisco/1403625,(415) 822-3973,"5155 3rd St, San Francisco, CA, 94124"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1401-6th-ave-san-francisco/2396490,(415) 312-0834,"1401 6th Ave, San Francisco, CA, 94122"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3168-mission-st-san-francisco/2657363,(415) 529-2334,"3168 Mission St, San Francisco, CA, 94110"
Brisbane,https://www.grubhub.com/food/the_ice_cream_shop/ca-brisbane,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-242-skyline-plaza-daly-city/1401937,(707) 688-7979,"242 Skyline Plaza, Daly City, CA, 94015"
Bristol,https://www.grubhub.com/food/the_ice_cream_shop/ct-bristol,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-450-s-main-st-new-britain/1406216,(860) 505-8200,"450 S Main St, New Britain, CT, 06051"
Bronx,https://www.grubhub.com/food/the_ice_cream_shop/ny-bronx,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3461-e-tremont-ave-bronx/2333510,(718) 829-2307,"3461 E Tremont Ave, Bronx, NY, 10465"
Bronx,https://www.grubhub.com/food/the_ice_cream_shop/ny-bronx,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1880-guerlain-st-bronx/2333765,(646) 897-9294,"1880 Guerlain St, Bronx, NY, 10462"
Bronxville,https://www.grubhub.com/food/the_ice_cream_shop/ny-bronxville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3130-villa-ave-bronx/2191216,(718) 733-6999,"3130 Villa Ave, Bronx, NY, 10468"
Bronxville,https://www.grubhub.com/food/the_ice_cream_shop/ny-bronxville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-274-riverdale-ave-yonkers/2436447,(914) 200-5816,"274 Riverdale Ave, Yonkers, NY, 10705"
Bronxville,https://www.grubhub.com/food/the_ice_cream_shop/ny-bronxville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5686-mosholu-ave-bronx/2332480,(718) 543-0497,"5686 Mosholu Ave, Bronx, NY, 10471"
Brook Park,https://www.grubhub.com/food/the_ice_cream_shop/oh-brook_park,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-7411-state-rd-parma/2398313,(216) 215-8053,"7411 State Rd, Parma, OH, 44134"
Brooklyn,https://www.grubhub.com/food/the_ice_cream_shop/ny-brooklyn,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-6001-fort-hamilton-pkwy-brooklyn/2719975,(718) 619-5994,"6001 Fort Hamilton Pkwy, Brooklyn, NY, 11219"
Brooklyn,https://www.grubhub.com/food/the_ice_cream_shop/ny-brooklyn,Ice Cream Shop ,https://www.grubhub.com/restaurant/ice-cream-shop-8204-3rd-ave-brooklyn/2724713,(718) 921-6500,"8204 3rd Ave, Brooklyn, NY, 11209"
Brooklyn,https://www.grubhub.com/food/the_ice_cream_shop/ny-brooklyn,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-818-manhattan-ave-brooklyn/2191209,(718) 349-1828,"818 Manhattan Ave, Brooklyn, NY, 11222"
Brooklyn,https://www.grubhub.com/food/the_ice_cream_shop/ny-brooklyn,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-1419-8th-ave-brooklyn/1997376,(718) 832-0395,"1419 8th Ave, Brooklyn, NY, 11215"
