city,city-href,name,store-href,number,address
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3609-164th-st-sw-ste-a-lynnwood/1485963,(425) 743-2944,"3609 164th St SW Ste A, Lynnwood, WA, 98087"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-9118-35th-ave-ne-seattle/1404034,(206) 985-4607,"9118 35th Ave NE, Seattle, WA, 98115"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-1437-nw-richmond-beach-rd-shoreline/2262543,(206) 546-9656,"1437 NW Richmond Beach Rd, Shoreline, WA, 98177"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-709-westlake-ave-n-seattle/2396489,(206) 432-9064,"709 Westlake Ave N, Seattle, WA, 98109"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8721-lake-city-way-ne-seattle/2436799,(206) 523-7190,"8721 Lake City Way NE, Seattle, WA, 98115"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-22624-meridian-ave-s-ste-a-bothell/1685862,(425) 483-2738,"22624 Meridian Ave S Ste A, Bothell, WA, 98021"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-19320-bothell-everett-hwy-bothell/2054953,(732) 895-1751,"19320 Bothell Everett Hwy, Bothell, WA, 98012"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1437-nw-richmond-beach-rd-seattle/2287751,(206) 546-9656,"1437 NW Richmond Beach Rd, Seattle, WA, 98177"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-32002-military-rd-s-federal-way/2258465,(253) 946-5033,"32002 Military Rd S, Federal Way, WA, 98001"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-402-w-meeker-st-kent/1403549,(253) 236-8634,"402 W Meeker St, Kent, WA, 98032"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2120-auburn-way-n-auburn/2699268,(360) 535-3333,"2120 Auburn Way N, Auburn, WA, 98002"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-23847-108th-ave-se-kent/1749828,(253) 236-4850,"23847 108th Ave SE, Kent, WA, 98031"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-10610-se-kent-kangley-rd-kent/2599779,(253) 277-4640,"10610 SE Kent-Kangley Rd, Kent, WA, 98030"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-32002-military-rd-s-federal-way/2217928,(253) 740-7679,"32002 Military Rd S, Federal Way, WA, 98001"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-24001-pacific-hwy-s-kent/2258864,(206) 856-1656,"24001 Pacific Hwy S, Kent, WA, 98032"
Seattle,https://www.grubhub.com/food/the_ice_cream_shop/wa-seattle,Bronson Market,https://www.grubhub.com/restaurant/bronson-market-1408-bronson-way-n-renton/2262636,(425) 264-5971,"1408 Bronson Way N, Renton, WA, 98057"
Sugar Land,https://www.grubhub.com/food/the_ice_cream_shop/tx-sugar_land,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-7402-fondren-rd-houston/2235330,(713) 777-6909,"7402 Fondren Rd, Houston, TX, 77074"
Sugar Land,https://www.grubhub.com/food/the_ice_cream_shop/tx-sugar_land,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-16801-bissonnet-st-sugar-land/2396658,(832) 270-2227,"16801 Bissonnet St, Sugar Land, TX, 77407"
Sugar Land,https://www.grubhub.com/food/the_ice_cream_shop/tx-sugar_land,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-11831-bellaire-blvd-houston/2234183,(281) 741-3428,"11831 Bellaire Blvd, Houston, TX, 77072"
Decatur,https://www.grubhub.com/food/the_ice_cream_shop/tn-decatur,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1498-stuart-rd-ne-cleveland/1486769,(423) 479-7818,"1498 Stuart Rd NE, Cleveland, TN, 37312"
North Branford,https://www.grubhub.com/food/the_ice_cream_shop/ct-north_branford,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-159-temple-st-new-haven/2403127,(203) 712-4300,"159 Temple St, New Haven, CT, 06510"
North Branford,https://www.grubhub.com/food/the_ice_cream_shop/ct-north_branford,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-453-short-beach-rd-east-haven/1729086,(203) 467-8858,"453 Short Beach Rd, East Haven, CT, 06512"
Dansville,https://www.grubhub.com/food/the_ice_cream_shop/mi-dansville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-743-w-grand-river-ave-okemos/2218235,(517) 402-8611,"743 W Grand River Ave, Okemos, MI, 48864"
Landisville,https://www.grubhub.com/food/the_ice_cream_shop/nj-landisville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-67-e-oak-rd-vineland/1486153,(856) 690-9080,"67 E Oak Rd, Vineland, NJ, 08360"
Elmer,https://www.grubhub.com/food/the_ice_cream_shop/nj-elmer,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-67-e-oak-rd-vineland/1486153,(856) 690-9080,"67 E Oak Rd, Vineland, NJ, 08360"
Pleasanton,https://www.grubhub.com/food/the_ice_cream_shop/ca-pleasanton,Ice Cream Shop ,https://www.grubhub.com/restaurant/ice-cream-shop-4562-dublin-blvd-dublin/2754907,(925) 248-2020,"4562 Dublin Blvd, Dublin, CA, 94568"
Pleasanton,https://www.grubhub.com/food/the_ice_cream_shop/ca-pleasanton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2787-hopyard-rd-pleasanton/2604730,(925) 462-1730,"2787 Hopyard Rd, Pleasanton, CA, 94588"
Pleasanton,https://www.grubhub.com/food/the_ice_cream_shop/ca-pleasanton,Deep Liquor,https://www.grubhub.com/restaurant/deep-liquor-22058-center-st-castro-valley/2438176,(408) 206-0395,"22058 Center St, Castro Valley, CA, 94546"
Leeds,https://www.grubhub.com/food/the_ice_cream_shop/me-leeds,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-145-college-st-lewiston/2403267,(207) 786-0785,"145 College St, Lewiston, ME, 04240"
Coplay,https://www.grubhub.com/food/the_ice_cream_shop/pa-coplay,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-4767-tilghman-st-allentown/2657360,(610) 395-7211,"4767 Tilghman St, Allentown, PA, 18104"
Pacific,https://www.grubhub.com/food/the_ice_cream_shop/wa-pacific,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-32002-military-rd-s-federal-way/2258465,(253) 946-5033,"32002 Military Rd S, Federal Way, WA, 98001"
Pacific,https://www.grubhub.com/food/the_ice_cream_shop/wa-pacific,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2120-auburn-way-n-auburn/2699268,(360) 535-3333,"2120 Auburn Way N, Auburn, WA, 98002"
Pacific,https://www.grubhub.com/food/the_ice_cream_shop/wa-pacific,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-32002-military-rd-s-federal-way/2217928,(253) 740-7679,"32002 Military Rd S, Federal Way, WA, 98001"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,Ice Cream Shop ,https://www.grubhub.com/restaurant/ice-cream-shop-4562-dublin-blvd-dublin/2754907,(925) 248-2020,"4562 Dublin Blvd, Dublin, CA, 94568"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2787-hopyard-rd-pleasanton/2604730,(925) 462-1730,"2787 Hopyard Rd, Pleasanton, CA, 94588"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-41200-blacow-rd-ste-f-fremont/2365010,(510) 490-5496,"41200 Blacow Rd Ste F, Fremont, CA, 94538"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5409-central-ave-newark/2604731,(510) 796-1784,"5409 Central Ave, Newark, CA, 94560"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-849-sycamore-ave-hayward/1406685,(510) 733-3322,"849 Sycamore Ave, Hayward, CA, 94544"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,Deep Liquor,https://www.grubhub.com/restaurant/deep-liquor-22058-center-st-castro-valley/2438176,(408) 206-0395,"22058 Center St, Castro Valley, CA, 94546"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3293-lakeshore-ave-oakland/2604718,(510) 465-7000,"3293 Lakeshore Ave, Oakland, CA, 94610"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5913-international-blvd-oakland/1237193,(510) 635-8266,"5913 International Blvd, Oakland, CA, 94621"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3293-lakeshore-ave-oakland/2599786,(510) 465-7000,"3293 Lakeshore Ave, Oakland, CA, 94610"
Castro Valley,https://www.grubhub.com/food/the_ice_cream_shop/ca-castro_valley,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2536-santa-clara-ave-alameda/2403375,(510) 401-7725,"2536 Santa Clara Ave, Alameda, CA, 94501"
Asbury Park,https://www.grubhub.com/food/the_ice_cream_shop/nj-asbury_park,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-220-newman-springs-rd-red-bank/2657036,(732) 219-7626,"220 Newman Springs Rd, Red Bank, NJ, 07701"
Asbury Park,https://www.grubhub.com/food/the_ice_cream_shop/nj-asbury_park,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1210-main-st-belmar/2657227,(732) 280-0770,"1210 Main St, Belmar, NJ, 07719"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1496-n-coast-hwy-101-encinitas/2187970,(760) 753-4534,"1496 N Coast Hwy 101, Encinitas, CA, 92024"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-7602-el-camino-real-carlsbad/2539963,(760) 632-1129,"7602 El Camino Real, Carlsbad, CA, 92009"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-7170-avenida-encinas-carlsbad/2397145,(760) 804-5759,"7170 Avenida Encinas, Carlsbad, CA, 92011"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2148-n-twin-oaks-valley-rd-san-marcos/2235234,(858) 431-9119,"2148 N Twin Oaks Valley Rd, San Marcos, CA, 92069"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-10326-meadow-glen-way-e-escondido/1429165,(760) 297-1232,"10326 Meadow Glen Way E, Escondido, CA, 92026"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,Ice Cream Shop ,https://www.grubhub.com/restaurant/ice-cream-shop-1284-w-san-marcos-blvd--100-san-marcos/2724542,(760) 471-4787,"1284 W San Marcos Blvd  #100, San Marcos, CA, 92078"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-710-sycamore-ave-vista/2495507,(760) 727-7580,"710 Sycamore Ave, Vista, CA, 92083"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1590-s-melrose-dr-vista/2604813,(760) 599-7059,"1590 S Melrose Dr, Vista, CA, 92081"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1581-e-vista-way-vista/1411337,(760) 945-7580,"1581 E Vista Way, Vista, CA, 92084"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1403-s-santa-fe-ave-vista/2436823,(760) 724-1660,"1403 S Santa Fe Ave, Vista, CA, 92083"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-1356-w-valley-pkwy-escondido/2007232,(760) 580-8798,"1356 W Valley Pkwy, Escondido, CA, 92029"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3440-del-lago-blvd-escondido/1755169,(760) 975-3669,"3440 Del Lago Blvd, Escondido, CA, 92029"
San Marcos,https://www.grubhub.com/food/the_ice_cream_shop/ca-san_marcos,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1141-e-washington-ave-suite-a-escondido/1237794,(760) 480-7368,"1141 E Washington Ave Suite A, Escondido, CA, 92025"
Marysville,https://www.grubhub.com/food/the_ice_cream_shop/mi-marysville,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1433-military-st-port-huron/1406707,(810) 984-3617,"1433 Military St, Port Huron, MI, 48060"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5402-orange-ave-long-beach/1429213,(562) 984-4876,"5402 Orange Ave, Long Beach, CA, 90805"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8007-florence-ave-downey/2191020,(909) 382-1426,"8007 Florence Ave, Downey, CA, 90240"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-8509-imperial-hwy-downey/2187586,(562) 923-5313,"8509 Imperial Hwy, Downey, CA, 90242"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5237-paramount-blvd-lakewood/2191438,(562) 408-0324,"5237 Paramount Blvd, Lakewood, CA, 90712"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-7617-firestone-blvd-downey/2523217,(562) 381-2144,"7617 Firestone Blvd, Downey, CA, 90241"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5166-e-imperial-hwy-lynwood/2303144,(310) 638-8540,"5166 E Imperial Hwy, Lynwood, CA, 90262"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-13770-clark-ave-bellflower/2365828,(562) 866-4885,"13770 Clark Ave, Bellflower, CA, 90706"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1566-w-162nd-st-gardena/2657367,(310) 327-3400,"1566 W 162nd St, Gardena, CA, 90247"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-23315-main-st-carson/1429314,(310) 835-5206,"23315 Main St, Carson, CA, 90745"
Compton,https://www.grubhub.com/food/the_ice_cream_shop/ca-compton,Ice Cream Shop,https://www.grubhub.com/restaurant/ice-cream-shop-933-n-avalon-blvd-los-angeles/2262122,(626) 390-2938,"933 N Avalon Blvd, Los Angeles, CA, 90744"
Swannanoa,https://www.grubhub.com/food/the_ice_cream_shop/nc-swannanoa,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-19-haywood-st-asheville/2498140,(828) 424-7153,"19 Haywood St, Asheville, NC, 28801"
Port Costa,https://www.grubhub.com/food/the_ice_cream_shop/ca-port_costa,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1000-mariposa-st-rodeo/2657632,(510) 799-1242,"1000 Mariposa St, Rodeo, CA, 94572"
Port Costa,https://www.grubhub.com/food/the_ice_cream_shop/ca-port_costa,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1255-shell-ave-martinez/2657746,(925) 374-4925,"1255 Shell Ave, Martinez, CA, 94553"
Port Costa,https://www.grubhub.com/food/the_ice_cream_shop/ca-port_costa,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-200-marin-st-vallejo/2498133,(559) 270-1982,"200 Marin St, Vallejo, CA, 94590"
Wynnewood,https://www.grubhub.com/food/the_ice_cream_shop/pa-wynnewood,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-2016-darby-rd-havertown/2408253,(610) 446-5035,"2016 Darby Rd, Havertown, PA, 19083"
Acworth,https://www.grubhub.com/food/the_ice_cream_shop/ga-acworth,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1027-merchants-dr-dallas/1492901,(404) 512-9183,"1027 Merchants Dr, Dallas, GA, 30132"
Acworth,https://www.grubhub.com/food/the_ice_cream_shop/ga-acworth,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1390-richard-d-sailors-pkwy-powder-springs/2523717,(470) 441-2975,"1390 Richard D Sailors Pkwy, Powder Springs, GA, 30127"
Acworth,https://www.grubhub.com/food/the_ice_cream_shop/ga-acworth,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3780-sixes-rd-canton/1686465,(770) 720-0685,"3780 Sixes Rd, Canton, GA, 30114"
Acworth,https://www.grubhub.com/food/the_ice_cream_shop/ga-acworth,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3009-canton-rd-marietta/1411335,(770) 423-7303,"3009 Canton Rd, Marietta, GA, 30066"
Kennesaw,https://www.grubhub.com/food/the_ice_cream_shop/ga-kennesaw,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1027-merchants-dr-dallas/1492901,(404) 512-9183,"1027 Merchants Dr, Dallas, GA, 30132"
Kennesaw,https://www.grubhub.com/food/the_ice_cream_shop/ga-kennesaw,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1390-richard-d-sailors-pkwy-powder-springs/2523717,(470) 441-2975,"1390 Richard D Sailors Pkwy, Powder Springs, GA, 30127"
Kennesaw,https://www.grubhub.com/food/the_ice_cream_shop/ga-kennesaw,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3780-sixes-rd-canton/1686465,(770) 720-0685,"3780 Sixes Rd, Canton, GA, 30114"
Kennesaw,https://www.grubhub.com/food/the_ice_cream_shop/ga-kennesaw,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3782-roswell-rd-marietta/2364805,(770) 578-8327,"3782 Roswell Rd, Marietta, GA, 30062"
Kennesaw,https://www.grubhub.com/food/the_ice_cream_shop/ga-kennesaw,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-3009-canton-rd-marietta/1411335,(770) 423-7303,"3009 Canton Rd, Marietta, GA, 30066"
Babylon,https://www.grubhub.com/food/the_ice_cream_shop/ny-babylon,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-5220-merrick-rd-massapequa/1400556,(516) 809-9757,"5220 Merrick Rd, Massapequa, NY, 11758"
Babylon,https://www.grubhub.com/food/the_ice_cream_shop/ny-babylon,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-310-bay-shore-rd-north-babylon/1406599,(631) 243-4002,"310 Bay Shore Rd, North Babylon, NY, 11703"
Hallandale,https://www.grubhub.com/food/the_ice_cream_shop/fl-hallandale,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1840-n-federal-hwy-hollywood/1160230,(954) 921-7757,"1840 N Federal Hwy, Hollywood, FL, 33020"
Hallandale,https://www.grubhub.com/food/the_ice_cream_shop/fl-hallandale,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-1540-ne-205th-st-miami/1160725,(561) 248-1239,"1540 NE 205th St, Miami, FL, 33179"
Hallandale,https://www.grubhub.com/food/the_ice_cream_shop/fl-hallandale,The Ice Cream Shop,https://www.grubhub.com/restaurant/the-ice-cream-shop-18615-w-dixie-hwy-miami/1160724,(305) 932-6509,"18615 W Dixie Hwy, Miami, FL, 33180"
